ID	Protolanguage	Reconstruction	Language	Form	Gloss
/reconstructions/99	PS	*ˀabn- - stone	Akkadian	abnu	stone
/reconstructions/99	PS	*ˀabn- - stone	Ugaritic	ˀabn	stone
/reconstructions/99	PS	*ˀabn- - stone	Hebrew	ˀäbän	stone
/reconstructions/99	PS	*ˀabn- - stone	Samalian	ˀbn	stone
/reconstructions/99	PS	*ˀabn- - stone	Deir Alla	ˀbn	weight
/reconstructions/99	PS	*ˀabn- - stone	Official Aramaic	ˀbn	stone
/reconstructions/99	PS	*ˀabn- - stone	Jewish Palestinian Aramaic	ˀăben	stone, gem
/reconstructions/99	PS	*ˀabn- - stone	Syriac	ˀabnā	rock, stone, gem; small building
/reconstructions/99	PS	*ˀabn- - stone	Geez	ˀəbn	stone
/reconstructions/99	PS	*ˀabn- - stone	Tigre	ˀəbən	stone
/reconstructions/99	PS	*ˀabn- - stone	Tigrinya	ˀəmni	stone
/reconstructions/99	PS	*ˀabn- - stone	Harari	ūn	stone
/reconstructions/99	PS	*ˀabn- - stone	Soddo	əmmayyä	stone
/reconstructions/99	PS	*ˀabn- - stone	Soqotri	óˀoben, óben	stone
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	 PC	*ˀabbīr-/*ˀabīr-	strong, mighty
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	PES	*ˀbr	to be old
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Akkadian	abāru	strength
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Akkadian	abru	strong
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Arabic	ˀbr	to be in a good, right, proper state
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Amharic	əbrit	conceit, vanity, arrogance; period of wealth; right, rule
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Chaha	abər	young person or animal in its prime
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Ezha	abər	young person or animal in its prime
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Endegen	awər	young person or animal in its prime
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Ennemor	aḇər	young person or animal in its prime
/reconstructions/773	PS	*ˀbr - to be strong, vigorous	Gyeto	aḇər	young person or animal in its prime
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Akkadian	abru	wing, fin
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Ugaritic	ˀibr	wing
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Hebrew	ˀäbrā, ˀēbär	pinion
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Palmyrean	ˀbr	wing
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Syriac	ˀebrā	feather; limb
/reconstructions/375	PS	*ˀa/ibr- - pinion, wing	Mandaic	ˀbra	wing, pinion
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Akkadian	ibrētu	radius and ulna (the two bones of the human forearm)
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Hebrew	ˀēbär	limb, part
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Jewish Palestinian Aramaic	ˀbr	limb
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Jewish Babylonian Aramaic	ˀēbārā, ˀēbrā	limb, arm
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Mandaic	ˀbra	arm, limb, membrum
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Amharic	bərri	bone above the hoof of a cow
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Chaha	bänä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Ezha	bännä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Endegen	bäññä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Ennemor	bäñä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Muher	bärrä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Gogot	bərrä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Soddo	bərrä	thigh
/reconstructions/377	PS	*ˀi(-)bVr-at- - bone of leg/arm; limb	Soqotri	berbéroh	thigh
/reconstructions/1443	PS	*ˀdm - red	 PC	*ˀdm	to be red
/reconstructions/1443	PS	*ˀdm - red	Akkadian	adamu	red, red garment
/reconstructions/1443	PS	*ˀdm - red	Arabic	ˀdm	être rouge, avoir la peau brunie (to be red; to have brown skin)
/reconstructions/1443	PS	*ˀdm - red	Arabic	ˀādam-	tawny, dark-complexioned; having an intermixed color
/reconstructions/1443	PS	*ˀdm - red	Geez	ˀaddāmāwi	red
/reconstructions/1443	PS	*ˀdm - red	Soqotri	édhom	light-brown (cow)
/reconstructions/14	PS	*ˀuḏn- - ear	Akkadian	uznu	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Ugaritic	ˀudn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Hebrew	ˀōzän	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Official Aramaic	ˀdn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Jewish Palestinian Aramaic	ˀädnā	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Jewish Babylonian Aramaic	ˀōdän, ˀūdan, ˀūdān	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Syriac	ˀednā	ear, bay of the sea, handle, opening of a bottle
/reconstructions/14	PS	*ˀuḏn- - ear	Mandaic	ˁudna	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Maalula	eḏna	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Mlaḥso	ezno	Ohr (ear)
/reconstructions/14	PS	*ˀuḏn- - ear	Turoyo	aḏno	Ohr (ear)
/reconstructions/14	PS	*ˀuḏn- - ear	Arabic	ˀuḏn-	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Sabaic	ˀḏn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Geez	ˀəzn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Tigre	ˀəzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Tigrinya	ˀəzni	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Argobba	əzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Harari	uzun	ear, handle
/reconstructions/14	PS	*ˀuḏn- - ear	Selti	əzn, izn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Wolane	əzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Zway	əzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Gafat	əznä	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Chaha	əzər	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Ezha	əzər	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Endegen	əzər	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Ennemor	əzər	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Gyeto	əzər	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Muher	ənzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Masqan	ənzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Gogot	ənzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Soddo	ənzən	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Mehri	ḥə-yḏēn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Jibbali	ˀiḏɛ́n	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Harsusi	ḥe-yḏēn	ear
/reconstructions/14	PS	*ˀuḏn- - ear	Soqotri	ídhɛn	ear
/reconstructions/1040	PS	*ˀgr - to hire	Arabic	ˀǯr	to hire; to be hired
/reconstructions/1040	PS	*ˀgr - to hire	Mehri	ḥā-gōr	male slave
/reconstructions/1040	PS	*ˀgr - to hire	Mehri	ḥā-gərīt	female slave
/reconstructions/1040	PS	*ˀgr - to hire	Jibbali	ˀɔ́ˀgɔ́r	male slave
/reconstructions/1040	PS	*ˀgr - to hire	Jibbali	ˀiz͂írét	female slave
/reconstructions/51	PS	*ˀaḥad- - one	PArm	*ḥad-	one
/reconstructions/51	PS	*ˀaḥad- - one	Ugaritic	ˀaḥd	one
/reconstructions/51	PS	*ˀaḥad- - one	Hebrew	ˀäḥād	one
/reconstructions/51	PS	*ˀaḥad- - one	Arabic	ˀaḥad-	one
/reconstructions/51	PS	*ˀaḥad- - one	Sabaic	ˀḥd	one
/reconstructions/51	PS	*ˀaḥad- - one	Geez	ˀaḥadu	one
/reconstructions/51	PS	*ˀaḥad- - one	Tigre	ḥəd	one another
/reconstructions/51	PS	*ˀaḥad- - one	Tigre	ḥatte	one (feminine)
/reconstructions/51	PS	*ˀaḥad- - one	Tigrinya	ḥadä	one
/reconstructions/51	PS	*ˀaḥad- - one	Amharic	and	one
/reconstructions/51	PS	*ˀaḥad- - one	Argobba	hand, ḥand	one
/reconstructions/51	PS	*ˀaḥad- - one	Harari	aḥad	one
/reconstructions/51	PS	*ˀaḥad- - one	Selti	had	one
/reconstructions/51	PS	*ˀaḥad- - one	Wolane	add	one
/reconstructions/51	PS	*ˀaḥad- - one	Zway	had, ad	one
/reconstructions/51	PS	*ˀaḥad- - one	Gafat	əǯǯä	one
/reconstructions/51	PS	*ˀaḥad- - one	Chaha	at	one
/reconstructions/51	PS	*ˀaḥad- - one	Ezha	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Endegen	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Ennemor	at	one
/reconstructions/51	PS	*ˀaḥad- - one	Gyeto	āt	one
/reconstructions/51	PS	*ˀaḥad- - one	Muher	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Masqan	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Gogot	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Soddo	att	one
/reconstructions/51	PS	*ˀaḥad- - one	Mehri	ˀəḥād	someone, anyone
/reconstructions/51	PS	*ˀaḥad- - one	Mehri	wəḥáyd	alone, solitary
/reconstructions/51	PS	*ˀaḥad- - one	Jibbali	ɔ́tḥad	to unite with
/reconstructions/491	PS	*ˀaḫ- - brother	Proto-MSA	*ˀaγV	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Akkadian	aḫu	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Ebla	a-ḫu-um	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Ugaritic	ˀaḫ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Hebrew	ˀāḥ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Syriac	ˀaḥḥā	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Turoyo	aḥuno	Bruder (brother)
/reconstructions/491	PS	*ˀaḫ- - brother	Arabic	ˀaḫ-	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Sabaic	ˀḫ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Minaean	ˀḫ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Qatabanian	ˀḫ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Geez	ˀəḫw	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Tigre	ḥu	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Tigrinya	ḥaw	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Argobba	əh, əḥ	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Argobba	äh	brother
/reconstructions/491	PS	*ˀaḫ- - brother	Harari	əḥ	younger brother, junior
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Akkadian	aḫātu	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Ebla	a-ḫa-tum	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Ugaritic	ˀaḫt	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Hebrew	ˀāḥōt	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Syriac	ḥātā	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Arabic	ˀuḫt-	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Sabaic	ˀḫt	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Geez	ˀəḫət	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Amharic	əhət	sister
/reconstructions/492	PS	*ˀaḫ-āt- - sister	Argobba	əhəd	sister
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Hebrew	ˀḥz	to seize, to grasp
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Old Aramaic	ˀḥḏ/z	to take, seize
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Jewish Babylonian Aramaic	ˀḥz	to hold, seize, close
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Arabic	ˀḫḏ	to take
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Geez	ˀaḫaza	to take, catch
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Tigrinya	ḥazä	to hold, seize
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Amharic	yazä	to grab, seize
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Argobba	ḥenǯ	nehmen (to take)
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Selti	ēnzä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Wolane	enzä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Zway	īnzä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Gafat	yazä	saisir (to seize, to take)
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Endegen	ēnzä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Muher	ą̈̄zä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Gogot	ezä	grasp, seize, take, hold, take possession of
/reconstructions/1872	PS	*ˀḫḏ - to take (back), grasp, seize, hold	Soddo	izzä, yizzä	grasp, seize, take, hold, take possession of
/reconstructions/290	PS	*ˀḫr - to be different; to be late	PArm	*ˀḥrn (*ˀuḥrān-)	other
/reconstructions/290	PS	*ˀḫr - to be different; to be late	Akkadian	uḫḫuru	to delay;  to tarry, be delayed; to be outstanding
/reconstructions/290	PS	*ˀḫr - to be different; to be late	Hebrew	ˀḥr	to be behind; pi	to delay, to detain
/reconstructions/290	PS	*ˀḫr - to be different; to be late	Jewish Babylonian Aramaic	ˀḥr	to tarry, postpone
/reconstructions/290	PS	*ˀḫr - to be different; to be late	Arabic	ˀḫr	II. to delay, postpone; to make smb retreat; to be late; go back
/reconstructions/290	PS	*ˀḫr - to be different; to be late	Jibbali	ˀōḫər	to take away
/reconstructions/15	PS	*ˀkl - to eat	Akkadian	akālu	to eat
/reconstructions/15	PS	*ˀkl - to eat	Ebla	a-kà-lu-um	to eat
/reconstructions/15	PS	*ˀkl - to eat	Ugaritic	ˀkl	to consume, to devour
/reconstructions/15	PS	*ˀkl - to eat	Hebrew	ˀkl	to eat
/reconstructions/15	PS	*ˀkl - to eat	Jewish Babylonian Aramaic	ˀkl	to eat
/reconstructions/15	PS	*ˀkl - to eat	Syriac	ˀkl	to eat, to consume; to itch
/reconstructions/15	PS	*ˀkl - to eat	Mandaic	akl	to eat
/reconstructions/15	PS	*ˀkl - to eat	Turoyo	ˀxl	I. essen (to eat)
/reconstructions/15	PS	*ˀkl - to eat	Arabic	ˀkl	to eat
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Akkadian	akalu	bread
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Ugaritic	ˀakl	grain, fodder
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Sabaic	ˀkl	grain, food
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Minaean	ˀkl	grain, food
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Geez	ˀəkl	food, bread, corn
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Tigre	ˀəkəl	corn
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Tigrinya	ˀəḵli	grain, cereal(s)
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Amharic	əhəl	grain, food, cereal(s), crop(s)
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Argobba	əhəl, əḫäl, əḫəl	cereal
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Harari	əxi	cereal, sorghum
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Selti	əkl, əkəl	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Wolane	əhəl	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Zway	əhəl	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Chaha	äxər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Ezha	äxər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Endegen	ähər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Ennemor	äxər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Gyeto	äxər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Muher	äxi	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Masqan	ähər	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Gogot	ähi	cereal, barley
/reconstructions/17	PS	*ˀukl-/*ˀikl- - food, bread, grain	Soddo	äkəl, ähəl	cereal, barley
/reconstructions/1116	PS	*ˀil- - god	PCS	*ˀilāh-	god
/reconstructions/1116	PS	*ˀil- - god	Akkadian	ilu	god
/reconstructions/1116	PS	*ˀil- - god	Hebrew	ˀēl	god
/reconstructions/1116	PS	*ˀil- - god	Mehri	ˀāl	god
/reconstructions/1116	PS	*ˀil- - god	Jibbali	ˀɔ̄ẑ	god
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Akkadian	ela	besides, apart from
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Akkadian	elat/ellit	besides, apart from, in addition to, beyond
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Akkadian	illa	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Amharic	alä	without, except, other than, not, un-
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Amharic	yalä	without, except
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Wolane	alä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Endegen	alä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Ennemor	anä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Masqan	alä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Masqan	yalä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Gogot	yalä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Soddo	alä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Soddo	yalä	without
/reconstructions/1420	PS	*ˀilā/*ˀillā - besides, apart from	Soddo	yāla	without
/reconstructions/415	PS	*ˀall(-ān)- - oak	Akkadian	allānu	oak
/reconstructions/415	PS	*ˀall(-ān)- - oak	Ebla	ˀa₅-a-la-nu-um	oak
/reconstructions/415	PS	*ˀall(-ān)- - oak	Hebrew	ˀēlōn	a large tree; oak(?)
/reconstructions/415	PS	*ˀall(-ān)- - oak	Hebrew	ˀallōn	oak
/reconstructions/415	PS	*ˀall(-ān)- - oak	Arabic	ˀalāˀ-	a kind of tree
/reconstructions/1037	PS	*ˀalman-at- - widow	Akkadian	almattu	widow
/reconstructions/1037	PS	*ˀalman-at- - widow	Ugaritic	ˀalmnt	widow
/reconstructions/1037	PS	*ˀalman-at- - widow	Hebrew	ˀalmānā	widow
/reconstructions/1037	PS	*ˀalman-at- - widow	Syriac	ˀarmaltā	widow
/reconstructions/1037	PS	*ˀalman-at- - widow	Arabic	ˀarmalat-	widow
/reconstructions/362	PS	*ˀalp- - cattle	Akkadian	alpu	bull, ox; (head) of cattle; beef
/reconstructions/362	PS	*ˀalp- - cattle	Ugaritic	ˀalp	(head of) cattle; bullock; yearling calf, young (head of) cattle
/reconstructions/362	PS	*ˀalp- - cattle	Phoenician	ˀlp	ox
/reconstructions/362	PS	*ˀalp- - cattle	Hebrew	ˀäläp	cattle
/reconstructions/362	PS	*ˀalp- - cattle	Old Aramaic	ˀlp	bull
/reconstructions/362	PS	*ˀalp- - cattle	Samaritan	ˀlp	cattle
/reconstructions/362	PS	*ˀalp- - cattle	Soqotri	aḷf	young female calf
/reconstructions/490	PS	*ˀimm- - mother	Akkadian	ummu	mother
/reconstructions/490	PS	*ˀimm- - mother	Ebla	ù-mu-mu	mother
/reconstructions/490	PS	*ˀimm- - mother	Ugaritic	ˀum	mother
/reconstructions/490	PS	*ˀimm- - mother	Hebrew	ˀēm	mother
/reconstructions/490	PS	*ˀimm- - mother	Jewish Babylonian Aramaic	ˀimmā	mother
/reconstructions/490	PS	*ˀimm- - mother	Syriac	ˀemmā	mother
/reconstructions/490	PS	*ˀimm- - mother	Mandaic	ˁma	mother
/reconstructions/490	PS	*ˀimm- - mother	Turoyo	emo	Mutter (mother)
/reconstructions/490	PS	*ˀimm- - mother	Arabic	ˀumm-	mother
/reconstructions/490	PS	*ˀimm- - mother	Sabaic	ˀm	mother
/reconstructions/490	PS	*ˀimm- - mother	Minaean	ˀm	mother
/reconstructions/490	PS	*ˀimm- - mother	Geez	ˀəmm	mother
/reconstructions/490	PS	*ˀimm- - mother	Argobba	əm	mother
/reconstructions/490	PS	*ˀimm- - mother	Mehri	ḥām	mother
/reconstructions/490	PS	*ˀimm- - mother	Jibbali	ˀɛ́m	mother
/reconstructions/490	PS	*ˀimm- - mother	Soqotri	ɛ́ˀɛmhɛ-, ɛ́mhɛ-	mother
/reconstructions/490	PS	*ˀimm- - mother	Soqotri	am	big (f.)
/reconstructions/1038	PS	*ˀam-at- - maidservant	Akkadian	amtu	slave girl, servant girl
/reconstructions/1038	PS	*ˀam-at- - maidservant	Ebla	ˀa₅-ma-tum	Sum. MUNUS
/reconstructions/1038	PS	*ˀam-at- - maidservant	Ugaritic	ˀamt	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Hebrew	ˀāmā	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Syriac	ˀamtā	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Arabic	ˀamat-	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Sabaic	ˀmt	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Qatabanian	ˀmt	maidservant
/reconstructions/1038	PS	*ˀam-at- - maidservant	Geez	ˀamat	maidservant
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Akkadian	ammatu	forearm; cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Ebla	ˀammatum	elbow, cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Ugaritic	ˀamt	elbow, forearm
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Hebrew	ˀammā	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Official Aramaic	ˀmh	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Biblical Aramaic	ˀammīn	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Palmyrean	ˀmh	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Nabataean	ˀmh	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Jewish Palestinian Aramaic	ˀammətā	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Syriac	ˀammətā	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Mandaic	ama	ell, forearm
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Sabaic	ˀmt	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Minaean	ˀmt	cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Geez	ˀəmat	cubit, forearm
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Tigre	ˀammät	forearm; cubit
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Tigrinya	ˀəmmät	measure of an arm, cubit, elbow
/reconstructions/386	PS	*ˀamm-at- - elbow, forearm	Amharic	amät	cubit
/reconstructions/776	PS	*ˀmr - to see	PCS	*ˀmr	to say
/reconstructions/776	PS	*ˀmr - to see	Akkadian	amāru	to see
/reconstructions/776	PS	*ˀmr - to see	Ugaritic	ˀmr	to look at
