/reconstructions/375	PS	*ˀa/ibr-	Ugaritic	ˀibr	wing	ˀibr	ˀ i b r	b r	0
/reconstructions/375	PS	*ˀa/ibr-	Hebrew	ˀäbrā, ˀēbär	pinion	ˀäbrā	ˀ ä b r ā	b r	0
/reconstructions/375	PS	*ˀa/ibr-	Hebrew	ˀäbrā, ˀēbär	pinion	ˀēbär	ˀ ē b ä r	b r	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Akkadian	ibrētu	radius and ulna (the two bones of the human forearm)	ibrētu	i b r ē t u	b r t	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Hebrew	ˀēbär	limb, part	ˀēbär	ˀ ē b ä r	b r	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Amharic	bərri	bone above the hoof of a cow	bərri	b ə rr i	b r	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Chaha	bänä	thigh	bänä	b ä n ä	b n	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Mesmes	bäññä	thigh	bäññä	b ä ññ ä	b ñ	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Innemor	bäñä	thigh	bäñä	b ä ñ ä	b ñ	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Soddo	bərrä	thigh	bərrä	b ə rr ä	b r	0
/reconstructions/377	PS	*ˀi(-)bVr-at-	Soqotri	berbéroh	thigh	berbéroh	b e r b é r o h	b r b r h	0
/reconstructions/1443	PS	*ˀdm	Akkadian	adamu	red, red garment	adamu	a d a m u	d m	0
/reconstructions/1443	PS	*ˀdm	'Moroccan.Arabic'	ˀdm	être rouge, avoir la peau brunie (to be red; to have brown skin)	ˀdm	ˀ d m	d m	0
/reconstructions/1443	PS	*ˀdm	'Moroccan.Arabic'	ˀādam-	tawny, dark-complexioned; having an intermixed color	ˀādam-	ˀ ā d a m	d m	0
/reconstructions/1443	PS	*ˀdm	Geez	ˀaddāmāwi	red	ˀaddāmāwi	ˀ a dd ā m ā w i	d m w	0
/reconstructions/1443	PS	*ˀdm	Soqotri	édhom	light-brown (cow)	édhom	é d h o m	d h m	0
/reconstructions/14	PS	*ˀuḏn-	Akkadian	uznu	ear	uznu	u z n u	z n	0
/reconstructions/14	PS	*ˀuḏn-	Ugaritic	ˀudn	ear	ˀudn	ˀ u d n	d n	0
/reconstructions/14	PS	*ˀuḏn-	Hebrew	ˀōzän	ear	ˀōzän	ˀ ō z ä n	z n	0
/reconstructions/14	PS	*ˀuḏn-	'Moroccan.Arabic'	ˀuḏn-	ear	ˀuḏn-	ˀ u ḏ n	ḏ n	0
/reconstructions/14	PS	*ˀuḏn-	Geez	ˀəzn	ear	ˀəzn	ˀ ə z n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Tigre	ˀəzən	ear	ˀəzən	ˀ ə z ə n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Tigrinya	ˀəzni	ear	ˀəzni	ˀ ə z n i	z n	0
/reconstructions/14	PS	*ˀuḏn-	Argobba	əzən	ear	əzən	ə z ə n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Harari	uzun	ear, handle	uzun	u z u n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Walani	əzən	ear	əzən	ə z ə n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Zway	əzən	ear	əzən	ə z ə n	z n	0
/reconstructions/14	PS	*ˀuḏn-	Gafat	əznä	ear	əznä	ə z n ä	z n	0
/reconstructions/14	PS	*ˀuḏn-	Chaha	əzər	ear	əzər	ə z ə r	z r	0
/reconstructions/14	PS	*ˀuḏn-	Mesmes	əzər	ear	əzər	ə z ə r	z r	0
/reconstructions/14	PS	*ˀuḏn-	Innemor	əzər	ear	əzər	ə z ə r	z r	0
/reconstructions/14	PS	*ˀuḏn-	Geto	əzər	ear	əzər	ə z ə r	z r	0
/reconstructions/14	PS	*ˀuḏn-	Mesqan	ənzən	ear	ənzən	ə n z ə n	n z n	0
/reconstructions/14	PS	*ˀuḏn-	Soddo	ənzən	ear	ənzən	ə n z ə n	n z n	0
/reconstructions/14	PS	*ˀuḏn-	Mehri	ḥə-yḏēn	ear	ḥə-yḏēn	y ḏ ē n	y ḏ n	0
/reconstructions/14	PS	*ˀuḏn-	Jibbali	ˀiḏɛ́n	ear	ˀiḏɛ́n	ˀ i ḏ ɛ́ n	ḏ n	0
/reconstructions/14	PS	*ˀuḏn-	Harsusi	ḥe-yḏēn	ear	ḥe-yḏēn	y ḏ ē n	y ḏ n	0
/reconstructions/14	PS	*ˀuḏn-	Soqotri	ídhɛn	ear	ídhɛn	í d h ɛ n	d h n	0
/reconstructions/1040	PS	*ˀgr	'Moroccan.Arabic'	ˀǯr	to hire; to be hired	ˀǯr	ˀ ǯ r	ǯ r	0
/reconstructions/1040	PS	*ˀgr	Mehri	ḥā-gōr	male slave	ḥā-gōr	g ō r	g r	0
/reconstructions/1040	PS	*ˀgr	Mehri	ḥā-gərīt	female slave	ḥā-gərīt	ḥ ā	ḥ	0
/reconstructions/1040	PS	*ˀgr	Jibbali	ˀɔ́ˀgɔ́r	male slave	ˀɔ́ˀgɔ́r	ˀ ɔ́ˀ g ɔ́ r	g r	0
/reconstructions/1040	PS	*ˀgr	Jibbali	ˀiz͂írét	female slave	ˀiz͂írét	ˀ i z͂ í r é t	z͂ r t	0
/reconstructions/51	PS	*ˀaḥad-	Ugaritic	ˀaḥd	one	ˀaḥd	ˀ a ḥ d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Hebrew	ˀäḥād	one	ˀäḥād	ˀ ä ḥ ā d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	'Moroccan.Arabic'	ˀaḥad-	one	ˀaḥad-	ˀ a ḥ a d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Geez	ˀaḥadu	one	ˀaḥadu	ˀ a ḥ a d u	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Tigre	ḥəd	one another	ḥəd	ḥ ə d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Tigre	ḥatte	one (feminine)	ḥatte	ḥ a tt e	ḥ t	0
/reconstructions/51	PS	*ˀaḥad-	Tigrinya	ḥadä	one	ḥadä	ḥ a d ä	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Amharic	and	one	and	a n d	n d	0
/reconstructions/51	PS	*ˀaḥad-	Argobba	hand, ḥand	one	hand	h a n d	h n d	0
/reconstructions/51	PS	*ˀaḥad-	Argobba	hand, ḥand	one	ḥand	ḥ a n d	ḥ n d	0
/reconstructions/51	PS	*ˀaḥad-	Harari	aḥad	one	aḥad	a ḥ a d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Walani	add	one	add	a dd	d	0
/reconstructions/51	PS	*ˀaḥad-	Zway	had, ad	one	had	h a d	h d	0
/reconstructions/51	PS	*ˀaḥad-	Zway	had, ad	one	ad	a d	d	0
/reconstructions/51	PS	*ˀaḥad-	Gafat	əǯǯä	one	əǯǯä	ə ǯǯ ä	ǯ	0
/reconstructions/51	PS	*ˀaḥad-	Chaha	at	one	at	a t	t	0
/reconstructions/51	PS	*ˀaḥad-	Mesmes	att	one	att	a tt	t	0
/reconstructions/51	PS	*ˀaḥad-	Innemor	at	one	at	a t	t	0
/reconstructions/51	PS	*ˀaḥad-	Geto	āt	one	āt	ā t	t	0
/reconstructions/51	PS	*ˀaḥad-	Mesqan	att	one	att	a tt	t	0
/reconstructions/51	PS	*ˀaḥad-	Soddo	att	one	att	a tt	t	0
/reconstructions/51	PS	*ˀaḥad-	Mehri	ˀəḥād	someone, anyone	ˀəḥād	ˀ ə ḥ ā d	ḥ d	0
/reconstructions/51	PS	*ˀaḥad-	Mehri	wəḥáyd	alone, solitary	wəḥáyd	w ə ḥ á y d	w ḥ y d	0
/reconstructions/51	PS	*ˀaḥad-	Jibbali	ɔ́tḥad	to unite with	ɔ́tḥad	ɔ́ t ḥ a d	t ḥ d	0
/reconstructions/491	PS	*ˀaḫ-	Akkadian	aḫu	brother	aḫu	a ḫ u	ḫ	0
/reconstructions/491	PS	*ˀaḫ-	Ugaritic	ˀaḫ	brother	ˀaḫ	ˀ a ḫ	ḫ	0
/reconstructions/491	PS	*ˀaḫ-	Hebrew	ˀāḥ	brother	ˀāḥ	ˀ ā ḥ	ḥ	0
/reconstructions/491	PS	*ˀaḫ-	'Moroccan.Arabic'	ˀaḫ-	brother	ˀaḫ-	ˀ a ḫ	ḫ	0
/reconstructions/491	PS	*ˀaḫ-	Geez	ˀəḫw	brother	ˀəḫw	ˀ ə ḫ w	ḫ w	0
/reconstructions/491	PS	*ˀaḫ-	Tigre	ḥu	brother	ḥu	ḥ u	ḥ	0
/reconstructions/491	PS	*ˀaḫ-	Tigrinya	ḥaw	brother	ḥaw	ḥ a w	ḥ w	0
/reconstructions/491	PS	*ˀaḫ-	Argobba	əh, əḥ	brother	əh	ə h	h	0
/reconstructions/491	PS	*ˀaḫ-	Argobba	əh, əḥ	brother	əḥ	ə ḥ	ḥ	0
/reconstructions/491	PS	*ˀaḫ-	Argobba	äh	brother	äh	ä h	h	0
/reconstructions/491	PS	*ˀaḫ-	Harari	əḥ	younger brother, junior	əḥ	ə ḥ	ḥ	0
/reconstructions/492	PS	*ˀaḫ-āt-	Akkadian	aḫātu	sister	aḫātu	a ḫ ā t u	ḫ t	0
/reconstructions/492	PS	*ˀaḫ-āt-	Ugaritic	ˀaḫt	sister	ˀaḫt	ˀ a ḫ t	ḫ t	0
/reconstructions/492	PS	*ˀaḫ-āt-	Hebrew	ˀāḥōt	sister	ˀāḥōt	ˀ ā ḥ ō t	ḥ t	0
/reconstructions/492	PS	*ˀaḫ-āt-	'Moroccan.Arabic'	ˀuḫt-	sister	ˀuḫt-	ˀ u ḫ t	ḫ t	0
/reconstructions/492	PS	*ˀaḫ-āt-	Geez	ˀəḫət	sister	ˀəḫət	ˀ ə ḫ ə t	ḫ t	0
/reconstructions/492	PS	*ˀaḫ-āt-	Amharic	əhət	sister	əhət	ə h ə t	h t	0
/reconstructions/492	PS	*ˀaḫ-āt-	Argobba	əhəd	sister	əhəd	ə h ə d	h d	0
/reconstructions/1872	PS	*ˀḫḏ	Hebrew	ˀḥz	to seize, to grasp	ˀḥz	ˀ ḥ z	ḥ z	0
/reconstructions/1872	PS	*ˀḫḏ	'Moroccan.Arabic'	ˀḫḏ	to take	ˀḫḏ	ˀ ḫ ḏ	ḫ ḏ	0
/reconstructions/1872	PS	*ˀḫḏ	Geez	ˀaḫaza	to take, catch	ˀaḫaza	ˀ a ḫ a z a	ḫ z	0
/reconstructions/1872	PS	*ˀḫḏ	Tigrinya	ḥazä	to hold, seize	ḥazä	ḥ a z ä	ḥ z	0
/reconstructions/1872	PS	*ˀḫḏ	Amharic	yazä	to grab, seize	yazä	y a z ä	y z	0
/reconstructions/1872	PS	*ˀḫḏ	Argobba	ḥenǯ	nehmen (to take)	ḥenǯ	ḥ e n ǯ	ḥ n ǯ	0
/reconstructions/1872	PS	*ˀḫḏ	Walani	enzä	grasp, seize, take, hold, take possession of	enzä	e n z ä	n z	0
/reconstructions/1872	PS	*ˀḫḏ	Zway	īnzä	grasp, seize, take, hold, take possession of	īnzä	ī n z ä	n z	0
/reconstructions/1872	PS	*ˀḫḏ	Gafat	yazä	saisir (to seize, to take)	yazä	y a z ä	y z	0
/reconstructions/1872	PS	*ˀḫḏ	Mesmes	ēnzä	grasp, seize, take, hold, take possession of	ēnzä	ē n z ä	n z	0
/reconstructions/1872	PS	*ˀḫḏ	Soddo	izzä, yizzä	grasp, seize, take, hold, take possession of	izzä	i zz ä	z	0
/reconstructions/1872	PS	*ˀḫḏ	Soddo	izzä, yizzä	grasp, seize, take, hold, take possession of	yizzä	y i zz ä	y z	0
/reconstructions/290	PS	*ˀḫr	Akkadian	uḫḫuru	to delay;  to tarry, be delayed; to be outstanding	uḫḫuru	u ḫḫ u r u	ḫ r	0
/reconstructions/290	PS	*ˀḫr	Hebrew	ˀḥr	to be behind; pi to delay, to detain	ˀḥr	ˀ ḥ r	ḥ r	0
/reconstructions/290	PS	*ˀḫr	'Moroccan.Arabic'	ˀḫr	II. to delay, postpone; to make smb retreat; to be late; go back	ˀḫr	ˀ ḫ r	ḫ r	0
/reconstructions/290	PS	*ˀḫr	Jibbali	ˀōḫər	to take away	ˀōḫər	ˀ ō ḫ ə r	ḫ r	0
/reconstructions/15	PS	*ˀkl	Akkadian	akālu	to eat	akālu	a k ā l u	k l	0
/reconstructions/15	PS	*ˀkl	Ugaritic	ˀkl	to consume, to devour	ˀkl	ˀ k l	k l	0
/reconstructions/15	PS	*ˀkl	Hebrew	ˀkl	to eat	ˀkl	ˀ k l	k l	0
/reconstructions/15	PS	*ˀkl	'Moroccan.Arabic'	ˀkl	to eat	ˀkl	ˀ k l	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Akkadian	akalu	bread	akalu	a k a l u	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Ugaritic	ˀakl	grain, fodder	ˀakl	ˀ a k l	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Geez	ˀəkl	food, bread, corn	ˀəkl	ˀ ə k l	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Tigre	ˀəkəl	corn	ˀəkəl	ˀ ə k ə l	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Tigrinya	ˀəḵli	grain, cereal(s)	ˀəḵli	ˀ ə ḵ l i	ḵ l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Amharic	əhəl	grain, food, cereal(s), crop(s)	əhəl	ə h ə l	h l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Argobba	əhəl, əḫäl, əḫəl	cereal	əhəl	ə h ə l	h l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Argobba	əhəl, əḫäl, əḫəl	cereal	əḫäl	ə ḫ ä l	ḫ l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Argobba	əhəl, əḫäl, əḫəl	cereal	əḫəl	ə ḫ ə l	ḫ l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Harari	əxi	cereal, sorghum	əxi	ə x i	x	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Walani	əhəl	cereal, barley	əhəl	ə h ə l	h l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Zway	əhəl	cereal, barley	əhəl	ə h ə l	h l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Chaha	äxər	cereal, barley	äxər	ä x ə r	x r	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Mesmes	ähər	cereal, barley	ähər	ä h ə r	h r	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Innemor	äxər	cereal, barley	äxər	ä x ə r	x r	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Geto	äxər	cereal, barley	äxər	ä x ə r	x r	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Mesqan	ähər	cereal, barley	ähər	ä h ə r	h r	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Soddo	äkəl, ähəl	cereal, barley	äkəl	ä k ə l	k l	0
/reconstructions/17	PS	*ˀukl-/*ˀikl-	Soddo	äkəl, ähəl	cereal, barley	ähəl	ä h ə l	h l	0
/reconstructions/1116	PS	*ˀil-	Akkadian	ilu	god	ilu	i l u	l	0
/reconstructions/1116	PS	*ˀil-	Hebrew	ˀēl	god	ˀēl	ˀ ē l	l	0
/reconstructions/1116	PS	*ˀil-	Mehri	ˀāl	god	ˀāl	ˀ ā l	l	0
/reconstructions/1116	PS	*ˀil-	Jibbali	ˀɔ̄ẑ	god	ˀɔ̄ẑ	ˀ ɔ̄ ẑ	ẑ	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Akkadian	ela	besides, apart from	ela	e l a	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Akkadian	elat/ellit	besides, apart from, in addition to, beyond	elat	e l a t	l t	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Akkadian	elat/ellit	besides, apart from, in addition to, beyond	ellit	e ll i t	l t	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Akkadian	illa	without	illa	i ll a	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Amharic	alä	without, except, other than, not, un-	alä	a l ä	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Amharic	yalä	without, except	yalä	y a l ä	y l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Walani	alä	without	alä	a l ä	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Mesmes	alä	without	alä	a l ä	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Innemor	anä	without	anä	a n ä	n	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Mesqan	alä	without	alä	a l ä	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Mesqan	yalä	without	yalä	y a l ä	y l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Soddo	alä	without	alä	a l ä	l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Soddo	yalä	without	yalä	y a l ä	y l	0
/reconstructions/1420	PS	*ˀilā/*ˀillā	Soddo	yāla	without	yāla	y ā l a	y l	0
/reconstructions/415	PS	*ˀall(-ān)-	Akkadian	allānu	oak	allānu	a ll ā n u	l n	0
/reconstructions/415	PS	*ˀall(-ān)-	Hebrew	ˀēlōn	a large tree; oak(?)	ˀēlōn	ˀ ē l ō n	l n	0
/reconstructions/415	PS	*ˀall(-ān)-	Hebrew	ˀallōn	oak	ˀallōn	ˀ a ll ō n	l n	0
/reconstructions/415	PS	*ˀall(-ān)-	'Moroccan.Arabic'	ˀalāˀ-	a kind of tree	ˀalāˀ-	ˀ a l āˀ	l	0
/reconstructions/1037	PS	*ˀalman-at-	Akkadian	almattu	widow	almattu	a l m a tt u	l m t	0
/reconstructions/1037	PS	*ˀalman-at-	Ugaritic	ˀalmnt	widow	ˀalmnt	ˀ a l m n t	l m n t	0
/reconstructions/1037	PS	*ˀalman-at-	Hebrew	ˀalmānā	widow	ˀalmānā	ˀ a l m ā n ā	l m n	0
/reconstructions/1037	PS	*ˀalman-at-	'Moroccan.Arabic'	ˀarmalat-	widow	ˀarmalat-	ˀ a r m a l a t	r m l t	0
/reconstructions/362	PS	*ˀalp-	Akkadian	alpu	bull, ox; (head) of cattle; beef	alpu	a l p u	l p	0
/reconstructions/362	PS	*ˀalp-	Ugaritic	ˀalp	(head of) cattle; bullock; yearling calf, young (head of) cattle	ˀalp	ˀ a l p	l p	0
/reconstructions/362	PS	*ˀalp-	Hebrew	ˀäläp	cattle	ˀäläp	ˀ ä l ä p	l p	0
/reconstructions/362	PS	*ˀalp-	Soqotri	aḷf	young female calf	aḷf	a ḷ f	ḷ f	0
/reconstructions/490	PS	*ˀimm-	Akkadian	ummu	mother	ummu	u mm u	m	0
/reconstructions/490	PS	*ˀimm-	Ugaritic	ˀum	mother	ˀum	ˀ u m	m	0
/reconstructions/490	PS	*ˀimm-	Hebrew	ˀēm	mother	ˀēm	ˀ ē m	m	0
/reconstructions/490	PS	*ˀimm-	'Moroccan.Arabic'	ˀumm-	mother	ˀumm-	ˀ u mm	m	0
/reconstructions/490	PS	*ˀimm-	Geez	ˀəmm	mother	ˀəmm	ˀ ə mm	m	0
/reconstructions/490	PS	*ˀimm-	Argobba	əm	mother	əm	ə m	m	0
/reconstructions/490	PS	*ˀimm-	Mehri	ḥām	mother	ḥām	ḥ ā m	ḥ m	0
/reconstructions/490	PS	*ˀimm-	Jibbali	ˀɛ́m	mother	ˀɛ́m	ˀ ɛ́ m	m	0
/reconstructions/490	PS	*ˀimm-	Soqotri	ɛ́ˀɛmhɛ-, ɛ́mhɛ-	mother	ɛ́ˀɛmhɛ-	ɛ́ˀ ɛ m h ɛ	m h	0
/reconstructions/490	PS	*ˀimm-	Soqotri	ɛ́ˀɛmhɛ-, ɛ́mhɛ-	mother	ɛ́mhɛ-	ɛ́ m h ɛ	m h	0
/reconstructions/490	PS	*ˀimm-	Soqotri	am	big (f.)	am	a m	m	0
/reconstructions/1038	PS	*ˀam-at-	Akkadian	amtu	slave girl, servant girl	amtu	a m t u	m t	0
/reconstructions/1038	PS	*ˀam-at-	Ugaritic	ˀamt	maidservant	ˀamt	ˀ a m t	m t	0
/reconstructions/1038	PS	*ˀam-at-	Hebrew	ˀāmā	maidservant	ˀāmā	ˀ ā m ā	m	0
/reconstructions/1038	PS	*ˀam-at-	'Moroccan.Arabic'	ˀamat-	maidservant	ˀamat-	ˀ a m a t	m t	0
/reconstructions/1038	PS	*ˀam-at-	Geez	ˀamat	maidservant	ˀamat	ˀ a m a t	m t	0
/reconstructions/386	PS	*ˀamm-at-	Akkadian	ammatu	forearm; cubit	ammatu	a mm a t u	m t	0
/reconstructions/386	PS	*ˀamm-at-	Ugaritic	ˀamt	elbow, forearm	ˀamt	ˀ a m t	m t	0
/reconstructions/386	PS	*ˀamm-at-	Hebrew	ˀammā	cubit	ˀammā	ˀ a mm ā	m	0
/reconstructions/386	PS	*ˀamm-at-	Geez	ˀəmat	cubit, forearm	ˀəmat	ˀ ə m a t	m t	0
/reconstructions/386	PS	*ˀamm-at-	Tigre	ˀammät	forearm; cubit	ˀammät	ˀ a mm ä t	m t	0
/reconstructions/386	PS	*ˀamm-at-	Tigrinya	ˀəmmät	measure of an arm, cubit, elbow	ˀəmmät	ˀ ə mm ä t	m t	0
/reconstructions/386	PS	*ˀamm-at-	Amharic	amät	cubit	amät	a m ä t	m t	0
/reconstructions/776	PS	*ˀmr	Akkadian	amāru	to see	amāru	a m ā r u	m r	0
/reconstructions/776	PS	*ˀmr	Ugaritic	ˀmr	to look at	ˀmr	ˀ m r	m r	0
/reconstructions/776	PS	*ˀmr	Hebrew	ˀmr	to see	ˀmr	ˀ m r	m r	0
/reconstructions/776	PS	*ˀmr	'Moroccan.Arabic'	tuˀmur-	sign, mark	tuˀmur-	t uˀ m u r	t m r	0
/reconstructions/776	PS	*ˀmr	'Moroccan.Arabic'	ˀamarat-	sign, mark	ˀamarat-	ˀ a m a r a t	m r t	0
/reconstructions/363	PS	*ˀimmar-	Akkadian	immeru	sheep; sheep and goats; ram	immeru	i mm e r u	m r	0
/reconstructions/363	PS	*ˀimmar-	Ugaritic	ˀmr	lamb	ˀmr	ˀ m r	m r	0
/reconstructions/363	PS	*ˀimmar-	Hebrew	ˀimmēr	lamb	ˀimmēr	ˀ i mm ē r	m r	0
/reconstructions/363	PS	*ˀimmar-	'Moroccan.Arabic'	ˀa/immar-	lamb	ˀa	ˀ a		0
/reconstructions/363	PS	*ˀimmar-	'Moroccan.Arabic'	ˀa/immar-	lamb	immar-	i mm a r	m r	0
/reconstructions/1855	PS	*ˀamš-ay	Akkadian	amšali	yesterday	amšali	a m š a l i	m š l	0
/reconstructions/1855	PS	*ˀamš-ay	'Moroccan.Arabic'	ˀamsin	yesterday	ˀamsin	ˀ a m s i n	m s n	0
/reconstructions/1855	PS	*ˀamš-ay	Mehri	yəmšē	yesterday	yəmšē	y ə m š ē	y m š	0
