6	akta-	Udmurt	G	uktis	Fach, regal	uktis	uktis	u k t i s	k t s	0
6	akta-	Finnish	 	ahtaa-	Riege aufstecken	ahtaa-	ahtaa	a h t aa	h t	0
6	akta-	Mordvin	M	aftoma	verkko; Netz	aftoma	aftoma	a f t o m a	f t m	0
6	akta-	Mordvin	M	afto-	поставить (сеть, капкан)	afto-	afto	a f t o	f t	0
6	akta-	Finnish	 	ahta-	(zusammen)drängen, -packen, (voll)stopfen, (voll)propfen, füllen, (zusammen)pferchen, (ein)pferchen	ahta-	ahta	a h t a	h t	0
6	akta-	Khanty	V	i̮γət-	aufhängen	i̮γət-	i̮γət	i̮ γ ə t	γ t	0
6	akta-	Mari	B	optə̑š	петля для ловли уток	optə̑š	optə̑š	o p t ə̑ š	p t š	0
6	akta-	Northern_Sami	Wfs	wŭ͕o͕kχtȧƞ͔ɛ̮	in die Erde eingeschlagener Pfal zum Aufhängen und Trocknen der Netze	wŭ͕o͕kχtȧƞ͔ɛ̮	wŭ͕o͕kχtȧƞ͔ɛ̮	w ŭ͕ o͕ k χ t ȧ ƞ͔ ɛ̮	w k χ t ƞ͔	0
6	akta-	Mari	B	opte-	stellen aufladen, laden(z. B. Mehl in eine Kiste, Heu od. Holz auf die Fuhre)	opte-	opte	o p t e	p t	0
6	akta-	Komi	S	okti̮-	(eine Falle od. ein Fangeisen) aufstellen	okti̮-	okti̮	o k t i̮	k t	0
7	ala	Mordvin	M	ala	unten, unter	ala	ala	a l a	l	0
7	ala	Mari	B	ülnö	unten, unter	ülnö	ülnö	ü l n ö	l n	0
7	ala	Khanty	V	i̮l	unterer, nieder	i̮l	i̮l	i̮ l	l	0
7	ala	Mansi	So	jolən	unten	jolən	jolən	j o l ə n	j l n	0
7	ala	Udmurt	S	ul	Unterteil, Unterraum, Unteres	ul	ul	u l	l	0
7	ala	Nenets	Ch	iðo	Boden	iðo	iðo	i ð o	ð	0
7	ala	Nenets	Ch	iðone	unter	iðone	iðone	i ð o n e	ð n	0
7	ala	Mari	KB	ül-	das Untere, Unter-	ül-	ül	ü l	l	0
7	ala	Komi	P	ʒ́e̮ʒ́-i̮v	Raum, Keller unter dem Fußboden	ʒ́e̮ʒ́-i̮v	i̮v	i̮ v	v	0
7	ala	Mari	U	ülö	das Untere, Unter-	ülö	ülö	ü l ö	l	0
7	ala	Udmurt	G	ulị̑n	unter	ulị̑n	ulị̑n	u l ị̑ n	l n	0
7	ala	Khanty	O	ilən	auf der Diele	ilən	ilən	i l ə n	l n	0
7	ala	Mansi	TJ	jalə·n	unten	jalə·n	jalə·n	j a l ə · n	j l · n	0
7	ala	Estonian	 	all	unten, unter, unterhalb	all	all	a ll	l	0
7	ala	Mari	U	ül-	das Untere, Unter-	ül-	ül	ü l	l	0
7	ala	Northern_Sami	N	vuollai ~ vuollăi	(into, to) under	vuollai 	vuollai	v u o ll a i	v l	0
7	ala	Northern_Sami	N	vuollai ~ vuollăi	(into, to) under	 vuollăi	vuollăi	v u o ll ă i	v l	0
7	ala	Northern_Sami	Kld	vūᵢn	unter unten, von unten	vūᵢn	vūᵢn	v ū ᵢ n	v n	0
7	ala	Udmurt	K	kun-ə̑l	Armhöhle, Achselgrube	kun-ə̑l	ə̑l	ə̑ l	l	0
7	ala	Mansi	TJ	jil	hinab, hinunter	jil	jil	j i l	j l	0
7	ala	Nenets	B	iro	Boden	iro	iro	i r o	r	0
7	ala	Hungarian	 	alatt	unten, unter	alatt	alatt	a l a tt	l t	0
7	ala	Selkup	Ta	îîl	Boden, das Untere	îîl	îîl	îî l	l	0
7	ala	Selkup	N	illé	unterhin	illé	illé	i ll é	l	0
7	ala	Selkup	Ke	îl	Boden, das Untere	îl	îl	î l	l	0
7	ala	Selkup	Ta	îlgan	alapuoli; das Untere	îlgan	îlgan	î l g a n	l g n	0
7	ala	Selkup	Ta	îîl	unterhin	îîl	îîl	îî l	l	0
7	ala	Nenets	O	ŋilna	unter, unten	ŋilna	ŋilna	ŋ i l n a	ŋ l n	0
7	ala	Nenets	O	ŋilʔ	hinunter, hinab	ŋilʔ	ŋilʔ	ŋ i l ʔ	ŋ l ʔ	0
7	ala	Northern_Sami	A	voᵢln	(Adv., Postp.)unter, unten, von unten	voᵢln	voᵢln	v o ᵢ l n	v l n	0
7	ala	Estonian	 	ala	Unterraum; Grund, Ursprung	ala	ala	a l a	l	0
7	ala	Northern_Sami	L	-vuollē	(als Bestimmungswort von Zusammensetzungen) etw. unter einem andern, etw. weiter drunten Befindliches, von unten od. von weiter unten Kommendes, untere	-vuollē	vuollē	v u o ll ē	v l	0
7	ala	Khanty	DN	itən	unten, im Erdgeschoß	itən	itən	i t ə n	t n	0
7	ala	Northern_Sami	Not	vueᵢln	(Adv., Postp.) unter, unten, von unten	vueᵢln	vueᵢln	v u e ᵢ l n	v l n	0
7	ala	Northern_Sami	N	vuolle ~ vuollĕ	down, (as the last space or part under something...	vuolle 	vuolle	v u o ll e	v l	0
7	ala	Northern_Sami	N	vuolle ~ vuollĕ	down, (as the last space or part under something...	 vuollĕ	vuollĕ	v u o ll ĕ	v l	0
7	ala	Finnish	 	alla	unter, unterhalb	alla	alla	a ll a	l	0
7	ala	Udmurt	K	ulə̑n	unten, unter	ulə̑n	ulə̑n	u l ə̑ n	l n	0
7	ala	Selkup	TyM	i̮l	alapuoli; das Untere	i̮l	i̮l	i̮ l	l	0
7	ala	Mari	KB	ülnə	unten, unter	ülnə	ülnə	ü l n ə	l n	0
7	ala	Northern_Sami	T	vi̊̄ᵢlle	das Untere	vi̊̄ᵢlle	vi̊̄ᵢlle	v i̊̄ ᵢ ll e	v l	0
7	ala	Mordvin	E	al	das Untere, unten befindliche	al	al	a l	l	0
7	ala	Mari	U	ülnö	unten, unter	ülnö	ülnö	ü l n ö	l n	0
7	ala	Mansi	P	jalən	unten	jalən	jalən	j a l ə n	j l n	0
7	ala	Mordvin	E	alo	unten, unter	alo	alo	a l o	l	0
7	ala	Udmurt	G	ul	Unterraum, Unteres	ul	ul	u l	l	0
7	ala	Hungarian	 	al	Unter-; unterer Teil; Streu	al	al	a l	l	0
7	ala	Komi	S	uli̮n	unten, unter	uli̮n	uli̮n	u l i̮ n	l n	0
7	ala	Mansi	TJ	jalē̮·k	das Untere	jalē̮·k	jalē̮·k	j a l ē̮ · k	j l · k	0
7	ala	Selkup	N	îl	Boden, das Untere	îl	îl	î l	l	0
7	ala	Komi	S	ʒ́oʒ́-ul	Raum, Keller unter dem Fußboden	ʒ́oʒ́-ul	ul	u l	l	0
7	ala	Mansi	P	jalk	das Untere	jalk	jalk	j a l k	j l k	0
7	ala	Northern_Sami	L	-vuollē	(als Grundwort von Zusammensetzungen) der Platz unter od. nahe bei etw.; Unterlage	-vuollē	vuollē	v u o ll ē	v l	0
7	ala	Mari	B	ül-	das Untere, Unter-	ül-	ül	ü l	l	0
7	ala	Khanty	O	il	unterer, nieder	il	il	i l	l	0
7	ala	Udmurt	S	uli̮n	unten, unter	uli̮n	uli̮n	u l i̮ n	l n	0
7	ala	Selkup	N	î·l	Boden, das Untere	î·l	î·l	î · l	· l	0
7	ala	Mordvin	M	al	das Untere, unten befindliche	al	al	a l	l	0
7	ala	Khanty	V	i̮lən	unten	i̮lən	i̮lən	i̮ l ə n	l n	0
7	ala	Northern_Sami	T	vi̊̄ᵢlne	unter, unten, von unten	vi̊̄ᵢlne	vi̊̄ᵢlne	v i̊̄ ᵢ l n e	v l n	0
7	ala	Komi	P	uvi̮n	unten, unter	uvi̮n	uvi̮n	u v i̮ n	v n	0
7	ala	Finnish	 	ala	Platz; Gebiet, Bereich; Fach	ala	ala	a l a	l	0
7	ala	Mansi	So	jolik	das Untere	jolik	jolik	j o l i k	j l k	0
7	ala	Northern_Sami	T	vi̊̄ᵢln	unter, unten, von unten	vi̊̄ᵢln	vi̊̄ᵢln	v i̊̄ ᵢ l n	v l n	0
7	ala	Hungarian	reg	fejal	Kopfkissen	fejal	fejal	f e j a l	f j l	0
7	ala	Komi	PO	ul!!!·n	niedrig, unten, unter	ul!!!·n	ul!!!·n	u l !!! · n	l · n	0
7	ala	Khanty	DN	it	unterer, nieder	it	it	i t	t	0
7	ala	Mansi	KU	jalχ	das Untere	jalχ	jalχ	j a l χ	j l χ	0
7	ala	Mansi	KU	jɔ̈̄ln	unten	jɔ̈̄ln	jɔ̈̄ln	j ɔ̈̄ l n	j l n	0
8	alka	Northern_Sami	Kld	ɑ̄ilke	anfangen	ɑ̄ilke	ɑ̄ilke	ɑ̄ i l k e	l k	0
8	alka	Northern_Sami	Not	alk	Anfang	alk	alk	a l k	l k	0
8	alka	Selkup	OO	old-	anfangen	old-	old	o l d	l d	0
8	alka	Khanty	V	uleŋt-	anfangen	uleŋt-	uleŋt	u l e ŋ t	l ŋ t	0
8	alka	Northern_Sami	A	alk	Anfang	alk	alk	a l k	l k	0
8	alka	Nenets	 	oðo	früher, vorher	oðo	oðo	o ð o	ð	0
8	alka	Nenets	B	orete	der vorderste, der erste	orete	orete	o r e t e	r t	0
8	alka	Northern_Sami	A	ɑilke	anfangen	ɑilke	ɑilke	ɑ i l k e	l k	0
8	alka	Northern_Sami	L	alˈkē- -lg-	begin to, set to work upon	alˈkē- -lg-	alˈkē	a lˈ k ē	lˈ k	0
8	alka	Selkup	Ke	old-	anfangen	old-	old	o l d	l d	0
8	alka	Northern_Sami	N	alˈgo	beginning, origin	alˈgo	alˈgo	a lˈ g o	lˈ g	0
8	alka	Finnish	 	alka-	(an)fangen, beginnen, seinen Anfang nehmen	alka-	alka	a l k a	l k	0
8	alka	Selkup	Ta	olam-	beginnen	olam-	olam	o l a m	l m	0
8	alka	Mansi	P	ōl	Anfang, Ende	ōl	ōl	ō l	l	0
8	alka	Estonian	 	alg	Anfang	alg	alg	a l g	l g	0
8	alka	Northern_Sami	T	ɑ̄ilke	begin to, anfangen	ɑ̄ilke	ɑ̄ilke	ɑ̄ i l k e	l k	0
8	alka	Nenets	Ch	oðoti	der vorderste, der erste	oðoti	oðoti	o ð o t i	ð t	0
8	alka	Khanty	DN	otəŋ	Ende, Endstück	otəŋ	otəŋ	o t ə ŋ	t ŋ	0
8	alka	Khanty	DN	otəŋt-	beginnen, anfangen	otəŋt-	otəŋt	o t ə ŋ t	t ŋ t	0
8	alka	Khanty	V	aləŋ	Anfang; Ende	aləŋ	aləŋ	a l ə ŋ	l ŋ	0
8	alka	Mansi	TJ	awə·l	Anfang, Ende	awə·l	awə·l	a w ə · l	w · l	0
8	alka	Selkup	Tur	ōli̮	Kopf, Haupt	ōli̮	ōli̮	ō l i̮	l	0
8	alka	Mansi	So	ɔ̄wl	Anfang, Ende	ɔ̄wl	ɔ̄wl	ɔ̄ w l	w l	0
8	alka	Estonian	 	alga-	(tr. und intr.) anfangen; (intr.) begründen	alga-	alga	a l g a	l g	0
8	alka	Finnish	 	alku	Anfang, Beginn	alku	alku	a l k u	l k	0
8	alka	Khanty	Kaz	ɔʌəŋt-	anfangen; beginnen,	ɔʌəŋt-	ɔʌəŋt	ɔ ʌ ə ŋ t	ŋ t	0
8	alka	Selkup	Ty	ol	pää; Kopf	ol	ol	o l	l	0
8	alka	Selkup	Ke	ollэ	das Obere, Wipfel	ollэ	ollэ	o ll э	l	0
8	alka	Selkup	Ta	ol	das Obere, Wipfel	ol	ol	o l	l	0
8	alka	Mansi		å̄liŋ	vorderes od. hinteres Ende	å̄liŋ	å̄liŋ	å̄ l i ŋ	l ŋ	0
8	alka	Northern_Sami	L	alˈkō	Anfang	alˈkō	alˈkō	a lˈ k ō	lˈ k	0
8	alka	Northern_Sami	T	ālk	Anfang	ālk	ālk	ā l k	l k	0
8	alka	Khanty	O	aləŋ	vorderes od. hinteres Ende	aləŋ	aləŋ	a l ə ŋ	l ŋ	0
8	alka	Northern_Sami	N	alˈge-	begin to, set to work upon	alˈge-	alˈge	a lˈ g e	lˈ g	0
8	alka	Mansi	KU	owl	Anfang, Ende	owl	owl	o w l	w l	0
9	alɜ-	Khanty	Vj	ali̮l-	fluchen, verfluchen; schelten, schimpfen, verzaubern	ali̮l-	ali̮l	a l i̮ l	l l	1
9	alɜ-	Hungarian	 	átok	Fluch	átok	átok	á t o k	t k	0
9	alɜ-	Mordvin	E	alsta-	versprechen, zusagen, weichen; verwünschen	alsta-	alsta	a l s t a	l s t	0
9	alɜ-	Hungarian	 	áldoz-	opfern; das heilige Abendmahl nehmen	áldoz-	áldoz	á l d o z	l d z	0
9	alɜ-	Mari	 	ulδa-	молиться, читать молитву	ulδa-	ulδa	u l δ a	l δ	0
9	alɜ-	Hungarian	Alt	áld-	opfern	áld-	áld	á l d	l d	0
9	alɜ-	Mari	 	ulte-	imádkozik; beten	ulte-	ulte	u l t e	l t	0
9	alɜ-	Mordvin	E	alta-	ígérni; versprechen	alta-	alta	a l t a	l t	0
9	alɜ-	Mordvin	E	alvta-	ígérni; versprechen	alvta-	alvta	a l v t a	l v t	0
9	alɜ-	Hungarian	 	áld-	segnen	áld-	áld	á l d	l d	0
9	alɜ-	Khanty	V	ali̮l-	fluchen, verfluchen; schelten, schimpfen	ali̮l-	ali̮l	a l i̮ l	l l	1
9	alɜ-	Hungarian	 	átkoz-	fluchen, verfluchen, verwünschen	átkoz-	átkoz	á t k o z	t k z	0
10	ama-	Mordvin	E	amuľa-	schöpfen	amuľa-	amuľa	a m u ľ a	m ľ	0
10	ama-	Khanty	DN	umpə	Schöpfkelle	umpə	umpə	u m p ə	m p	0
10	ama-	Mansi	So	ūmpi	ковшик	ūmpi	ūmpi	ū m p i	m p	0
10	ama-	Mordvin	E	amoľďa-	einmal schöpfen	amoľďa-	amoľďa	a m o ľ ď a	m ľ ď	0
10	ama-	Finnish	 	amme	Wanne, Kufe	amme	amme	a mm e	m	0
10	ama-	Mansi	KU	ūmp	ковшик	ūmp	ūmp	ū m p	m p	0
10	ama-	Finnish	 	ammenta-	schöpfen	ammenta-	ammenta	a mm e n t a	m n t	0
10	ama-	Estonian	 	anum	Gefäß	anum	anum	a n u m	n m	0
10	ama-	Mansi	N	ум- (=ūm-)	черпать	ум- 	ум	у м	м	0
10	ama-	Nenets		ŋomp		ŋomp	ŋomp	ŋ o m p	ŋ m p	0
10	ama-	Khanty	V	um-	schöpfen	um-	um	u m	m	0
10	ama-	Khanty	Kaz	ŭm-	herausschöpfen (Wasser aus dem Boot), schöpfen	ŭm-	ŭm	ŭ m	m	0
10	ama-	Mordvin	M	amoľa-	schöpfen	amoľa-	amoľa	a m o ľ a	m ľ	0
10	ama-	Northern_Sami		ammaš	suuri tiinu, amme; großer Zuber, große Wanne	ammaš	ammaš	a mm a š	m š	0
10	ama-	Finnish	 	ammen	öskärl, ämbar; Schöpfer, Eimer	ammen	ammen	a mm e n	m n	0
10	ama-	Khanty	O	ompi	Schöpfkelle	ompi	ompi	o m p i	m p	0
10	ama-	Mordvin	M	amolda-	einmal schöpfen	amolda-	amolda	a m o l d a	m l d	0
10	ama-	Estonian	 	ammuta-	schöpfen	ammuta-	ammuta	a mm u t a	m t	0
10	ama-	Mordvin	E	amuľďa-	einmal schöpfen	amuľďa-	amuľďa	a m u ľ ď a	m ľ ď	0
11	amta-	Mordvin	E	ando-	nähren, ernähren, füttern	ando-	ando	a n d o	n d	0
11	amta-	Northern_Sami	N	vuowˈde-	sell	vuowˈde-	vuowˈde	v u o wˈ d e	v wˈ d	0
11	amta-	Udmurt	K	vu udə̑nə̑	tränken (mit Wasser)	vu udə̑nə̑	udə̑nə̑	u d ə̑ n ə̑	d n	0
11	amta-	Northern_Sami	Not	uū̯dṭ̄e	geben	uū̯dṭ̄e	uū̯dṭ̄e	uū̯ d ṭ̄ e	d ṭ̄	0
11	amta-	Northern_Sami		ɑinte-	geben	ɑinte-	ɑinte	ɑ i n t e	n t	0
11	amta-	Estonian	 	anda-	geben, hingeben, widmen	anda-	anda	a n d a	n d	0
11	amta-	Northern_Sami	L	vuobˈtē- ~ vuogˈtē-	sell	vuobˈtē- 	vuobˈtē	v u o bˈ t ē	v bˈ t	0
11	amta-	Northern_Sami	L	vuobˈtē- ~ vuogˈtē-	sell	 vuogˈtē-	vuogˈtē	v u o gˈ t ē	v gˈ t	0
11	amta-	Komi	PO	ud·-	tränken, zu trinken geben	ud·-	ud·	u d ·	d ·	0
11	amta-	Komi	P	ud-	tränken, zu trinken geben, füttern und tränken	ud-	ud	u d	d	0
11	amta-	Northern_Sami		âd	give, present	âd	âd	â d	d	0
11	amta-	Hungarian	 	ad-	geben; schenken	ad-	ad	a d	d	0
11	amta-	Komi	Lu	ud-	tränken, zu trinken geben	ud-	ud	u d	d	0
11	amta-	Northern_Sami	K	uū̯dṭ̄e	geben	uū̯dṭ̄e	uū̯dṭ̄e	uū̯ d ṭ̄ e	d ṭ̄	0
11	amta-	Mordvin	M	ando-	nähren, ernähren, füttern	ando-	ando	a n d o	n d	0
