4	aja-	Saami/Lappish	N	vuoggje-	drive (a horse, reindeer), drive on, drive over	vuoggje-	vuoggje
4	aja-	Saami/Lappish	Kld	vujje-	fahren, lenken	vujje-	vujje
4	aja-	Saami/Lappish	T	vi̊̄jje-	fahren, lenken	vi̊̄jje-	vi̊̄jje
4	aja-	Estonian	 	aja-	fortbewegen, treiben; nachgehen, verfolgen; sich wohin begeben	aja-	aja
4	aja-	Mansi/Vogul	KO	vujt-	verfolgen, jagen	vujt-	vujt
4	aja-	Finnish	 	aja-	treiben, jagen; fahren	aja-	aja
4	aja-	Komi/Zyryan	Vm	vojli̮-	бегать, скакать, носиться, рыскать	vojli̮-	vojli̮
4	aja-	Mansi/Vogul	KM	wojt-	verfolgen	wojt-	wojt
5	ajŋe	? Finnish	 	aivo(t)	Gehirn, Hirn, Schläfe, Schläfenbein	aivo	aivo
5	ajŋe	? Hungarian	 	agy	Gehirn, Mark; Nabe	agy	agy
5	ajŋe	? Finnish	 	aivena	Schlaf, Schlafbein	aivena	aivena
5	ajŋe	? Saami/Lappish	Not	vuevešn	Gehirn	vuevešn	vuevešn
5	ajŋe	? Hungarian	Alt	agy	Schädel	agy	agy
5	ajŋe	? Saami/Lappish	Kld	vujvešn	Gehirn	vujvešn	vujvešn
5	ajŋe	? Saami/Lappish	L	vuoiŋam ~ vuoiˈŋam	Gehirn (auch der Plur. wird für ein einzelnes Gehirn gebraucht)	vuoiŋam 	vuoiŋam
5	ajŋe	? Saami/Lappish	L	vuoiŋam ~ vuoiˈŋam	Gehirn (auch der Plur. wird für ein einzelnes Gehirn gebraucht)	 vuoiˈŋam	vuoiˈŋam
5	ajŋe	? Mordvin	M	uj	Mark, Gehirn	uj	uj
5	ajŋe	? Mordvin	M	uj	мозг	uj	uj
5	ajŋe	? Estonian	 	aju	Gehirn, Verstand	aju	aju
5	ajŋe	? Saami/Lappish	N	vuoigŋâš-: vuoiˈgŋâšâk	brain	vuoiˈgŋâšâk	vuoiˈgŋâšâk
6	akta-	Mordvin	E	aftuma	verkko; Netz	aftuma	aftuma
6	akta-	? Mari/Cheremis	KB	opte-	legen; gießen, schütten (Wasser, Getreide), bauen (ein Nest)	opte-	opte
6	akta-	Udmurt/Votyak	 	uktus	поперечина сохи (перекладина закрепляющая оглобли)	uktus	uktus
6	akta-	Saami/Lappish	Wfs	wŭ͕o͕kχtȧje	in die Erde eingeschlagener Pfal zum Aufhängen und Trocknen der Netze	wŭ͕o͕kχtȧje	wŭ͕o͕kχtȧje
6	akta-	Estonian	 	ahti-	aufstecken (Getreide zum Darren)	ahti-	ahti
6	akta-	Komi/Zyryan	Ud	okti̮m	großer Haken (Angel) an einer Schnur zum Fangen von Fischen	okti̮m	okti̮m
6	akta-	? Mari/Cheremis	B	optoš	петля для ловли уток	optoš	optoš
6	akta-	Komi/Zyryan	V	okta	Falle	okta	okta
6	akta-	Komi/Zyryan	SO	o˰kti̮-	насторожить звероловное оружие	o˰kti̮-	o˰kti̮
6	akta-	? Mari/Cheremis	U	opte-	legen; gießen, schütten (Wasser, Getreide), bauen (ein Nest), errichten	opte-	opte
6	akta-	Komi/Zyryan	Lu	okti̮-	(eine Falle od. ein Fangeisen) aufstellen	okti̮-	okti̮
6	akta-	? Mari/Cheremis	Č	oktə̑š	петля для ловли уток	oktə̑š	oktə̑š
6	akta-	Khanty/Ostyak	DN	eχət-	aufhängen	eχət-	eχət
6	akta-	Finnish	 	ahta- riihi	eine Darre mit Getreide füllen	ahta- riihi	ahta
6	akta-	Khanty/Ostyak	Kaz	ĭχət-	aufhängen	ĭχət-	ĭχət
6	akta-	Estonian	 	ahta-	aufstecken (Getreide zum Darren)	ahta-	ahta
6	akta-	Udmurt/Votyak	G	uktis	Fach, regal	uktis	uktis
6	akta-	Finnish	 	ahtaa-	Riege aufstecken	ahtaa-	ahtaa
6	akta-	Mordvin	M	aftoma	verkko; Netz	aftoma	aftoma
6	akta-	Mordvin	M	afto-	поставить (сеть, капкан)	afto-	afto
6	akta-	Finnish	 	ahta-	(zusammen)drängen, -packen, (voll)stopfen, (voll)propfen, füllen, (zusammen)pferchen, (ein)pferchen	ahta-	ahta
6	akta-	Khanty/Ostyak	V	i̮γət-	aufhängen	i̮γət-	i̮γət
6	akta-	? Mari/Cheremis	B	optə̑š	петля для ловли уток	optə̑š	optə̑š
6	akta-	Saami/Lappish	Wfs	wŭ͕o͕kχtȧƞ͔ɛ̮	in die Erde eingeschlagener Pfal zum Aufhängen und Trocknen der Netze	wŭ͕o͕kχtȧƞ͔ɛ̮	wŭ͕o͕kχtȧƞ͔ɛ̮
6	akta-	? Mari/Cheremis	B	opte-	stellen aufladen, laden(z. B. Mehl in eine Kiste, Heu od. Holz auf die Fuhre)	opte-	opte
6	akta-	Komi/Zyryan	S	okti̮-	(eine Falle od. ein Fangeisen) aufstellen	okti̮-	okti̮
7	ala	Mordvin	M	ala	unten, unter	ala	ala
7	ala	Mari/Cheremis	B	ülnö	unten, unter	ülnö	ülnö
7	ala	Khanty/Ostyak	V	i̮l	unterer, nieder	i̮l	i̮l
7	ala	Mansi/Vogul	So	jolən	unten	jolən	jolən
7	ala	Udmurt/Votyak	S	ul	Unterteil, Unterraum, Unteres	ul	ul
7	ala	Enets	Ch	iðo	Boden	iðo	iðo
7	ala	Enets	Ch	iðone	unter	iðone	iðone
7	ala	Mari/Cheremis	KB	ül-	das Untere, Unter-	ül-	ül
7	ala	Komi/Zyryan	P	ʒ́e̮ʒ́-i̮v	Raum, Keller unter dem Fußboden	ʒ́e̮ʒ́-i̮v	i̮v
7	ala	Mari/Cheremis	U	ülö	das Untere, Unter-	ülö	ülö
7	ala	Udmurt/Votyak	G	ulị̑n	unter	ulị̑n	ulị̑n
7	ala	Khanty/Ostyak	O	ilən	auf der Diele	ilən	ilən
7	ala	Mansi/Vogul	TJ	jalə·n	unten	jalə·n	jalə·n
7	ala	Nganasan	 	ŋilea	das Untere	ŋilea	ŋilea
7	ala	Estonian	 	all	unten, unter, unterhalb	all	all
7	ala	Mari/Cheremis	U	ül-	das Untere, Unter-	ül-	ül
7	ala	Saami/Lappish	N	vuollai ~ vuollăi	(into, to) under	vuollai 	vuollai
7	ala	Saami/Lappish	N	vuollai ~ vuollăi	(into, to) under	 vuollăi	vuollăi
7	ala	Saami/Lappish	Kld	vūᵢn	unter unten, von unten	vūᵢn	vūᵢn
7	ala	Udmurt/Votyak	K	kun-ə̑l	Armhöhle, Achselgrube	kun-ə̑l	ə̑l
7	ala	Mansi/Vogul	TJ	jil	hinab, hinunter	jil	jil
7	ala	Enets	B	iro	Boden	iro	iro
7	ala	Hungarian	 	alatt	unten, unter	alatt	alatt
7	ala	Selkup	Ta	îîl	Boden, das Untere	îîl	îîl
7	ala	Selkup	N	illé	unterhin	illé	illé
7	ala	Selkup	Ke	îl	Boden, das Untere	îl	îl
7	ala	Selkup	Ta	îlgan	alapuoli; das Untere	îlgan	îlgan
7	ala	Selkup	Ta	îîl	unterhin	îîl	îîl
7	ala	Nenets/Yurak	O	ŋilna	unter, unten	ŋilna	ŋilna
7	ala	Nenets/Yurak	O	ŋilʔ	hinunter, hinab	ŋilʔ	ŋilʔ
7	ala	Saami/Lappish	A	voᵢln	(Adv., Postp.)unter, unten, von unten	voᵢln	voᵢln
7	ala	Estonian	 	ala	Unterraum; Grund, Ursprung	ala	ala
7	ala	Saami/Lappish	L	-vuollē	(als Bestimmungswort von Zusammensetzungen) etw. unter einem andern, etw. weiter drunten Befindliches, von unten od. von weiter unten Kommendes, untere	-vuollē	vuollē
7	ala	Khanty/Ostyak	DN	itən	unten, im Erdgeschoß	itən	itən
7	ala	Saami/Lappish	Not	vueᵢln	(Adv., Postp.) unter, unten, von unten	vueᵢln	vueᵢln
7	ala	Saami/Lappish	N	vuolle ~ vuollĕ	down, (as the last space or part under something...	vuolle 	vuolle
7	ala	Saami/Lappish	N	vuolle ~ vuollĕ	down, (as the last space or part under something...	 vuollĕ	vuollĕ
7	ala	Finnish	 	alla	unter, unterhalb	alla	alla
7	ala	Udmurt/Votyak	K	ulə̑n	unten, unter	ulə̑n	ulə̑n
7	ala	Selkup	TyM	i̮l	alapuoli; das Untere	i̮l	i̮l
7	ala	Mari/Cheremis	KB	ülnə	unten, unter	ülnə	ülnə
7	ala	Saami/Lappish	T	vi̊̄ᵢlle	das Untere	vi̊̄ᵢlle	vi̊̄ᵢlle
7	ala	Mordvin	E	al	das Untere, unten befindliche	al	al
7	ala	Mari/Cheremis	U	ülnö	unten, unter	ülnö	ülnö
7	ala	Mansi/Vogul	P	jalən	unten	jalən	jalən
7	ala	Mordvin	E	alo	unten, unter	alo	alo
7	ala	Udmurt/Votyak	G	ul	Unterraum, Unteres	ul	ul
7	ala	Hungarian	 	al	Unter-; unterer Teil; Streu	al	al
7	ala	Komi/Zyryan	S	uli̮n	unten, unter	uli̮n	uli̮n
7	ala	Mansi/Vogul	TJ	jalē̮·k	das Untere	jalē̮·k	jalē̮·k
7	ala	Selkup	N	îl	Boden, das Untere	îl	îl
7	ala	Komi/Zyryan	S	ʒ́oʒ́-ul	Raum, Keller unter dem Fußboden	ʒ́oʒ́-ul	ul
7	ala	Mansi/Vogul	P	jalk	das Untere	jalk	jalk
7	ala	Saami/Lappish	L	-vuollē	(als Grundwort von Zusammensetzungen) der Platz unter od. nahe bei etw.; Unterlage	-vuollē	vuollē
7	ala	Mari/Cheremis	B	ül-	das Untere, Unter-	ül-	ül
7	ala	Khanty/Ostyak	O	il	unterer, nieder	il	il
7	ala	Nganasan	 	ŋileanu	unter	ŋileanu	ŋileanu
7	ala	Kamassian	 	jildə	untenhin	jildə	jildə
7	ala	Udmurt/Votyak	S	uli̮n	unten, unter	uli̮n	uli̮n
7	ala	Selkup	N	î·l	Boden, das Untere	î·l	î·l
7	ala	Mordvin	M	al	das Untere, unten befindliche	al	al
7	ala	Khanty/Ostyak	V	i̮lən	unten	i̮lən	i̮lən
7	ala	Saami/Lappish	T	vi̊̄ᵢlne	unter, unten, von unten	vi̊̄ᵢlne	vi̊̄ᵢlne
7	ala	Komi/Zyryan	P	uvi̮n	unten, unter	uvi̮n	uvi̮n
7	ala	Finnish	 	ala	Platz; Gebiet, Bereich; Fach	ala	ala
7	ala	Mansi/Vogul	So	jolik	das Untere	jolik	jolik
7	ala	Kamassian	 	jilgən	unten	jilgən	jilgən
7	ala	Saami/Lappish	T	vi̊̄ᵢln	unter, unten, von unten	vi̊̄ᵢln	vi̊̄ᵢln
7	ala	Hungarian	reg	fejal	Kopfkissen	fejal	fejal
7	ala	Komi/Zyryan	PO	ul!!!·n	niedrig, unten, unter	ul!!!·n	ul!!!·n
7	ala	Khanty/Ostyak	DN	it	unterer, nieder	it	it
7	ala	Mansi/Vogul	KU	jalχ	das Untere	jalχ	jalχ
7	ala	Mansi/Vogul	KU	jɔ̈̄ln	unten	jɔ̈̄ln	jɔ̈̄ln
8	alka	? Saami/Lappish	Kld	ɑ̄ilke	anfangen	ɑ̄ilke	ɑ̄ilke
8	alka	? Saami/Lappish	Not	alk	Anfang	alk	alk
8	alka	? Selkup	OO	old-	anfangen	old-	old
8	alka	? Kamassian	 	ulu	Kopf	ulu	ulu
8	alka	Khanty/Ostyak	V	uleŋt-	anfangen	uleŋt-	uleŋt
8	alka	? Saami/Lappish	A	alk	Anfang	alk	alk
8	alka	? Enets	 	oðo	früher, vorher	oðo	oðo
8	alka	? Enets	B	orete	der vorderste, der erste	orete	orete
8	alka	? Koibal	 	ulu	Kopf	ulu	ulu
8	alka	? Saami/Lappish	A	ɑilke	anfangen	ɑilke	ɑilke
8	alka	? Saami/Lappish	L	alˈkē- -lg-	begin to, set to work upon	alˈkē- -lg-	alˈkē
8	alka	? Selkup	Ke	old-	anfangen	old-	old
8	alka	? Saami/Lappish	N	alˈgo	beginning, origin	alˈgo	alˈgo
8	alka	Finnish	 	alka-	(an)fangen, beginnen, seinen Anfang nehmen	alka-	alka
8	alka	? Selkup	Ta	olam-	beginnen	olam-	olam
8	alka	Mansi/Vogul	P	ōl	Anfang, Ende	ōl	ōl
8	alka	Estonian	 	alg	Anfang	alg	alg
8	alka	? Saami/Lappish	T	ɑ̄ilke	begin to, anfangen	ɑ̄ilke	ɑ̄ilke
8	alka	? Enets	Ch	oðoti	der vorderste, der erste	oðoti	oðoti
8	alka	Khanty/Ostyak	DN	otəŋ	Ende, Endstück	otəŋ	otəŋ
8	alka	Khanty/Ostyak	DN	otəŋt-	beginnen, anfangen	otəŋt-	otəŋt
8	alka	Khanty/Ostyak	V	aləŋ	Anfang; Ende	aləŋ	aləŋ
8	alka	Mansi/Vogul	TJ	awə·l	Anfang, Ende	awə·l	awə·l
8	alka	? Selkup	Tur	ōli̮	Kopf, Haupt	ōli̮	ōli̮
8	alka	Mansi/Vogul	So	ɔ̄wl	Anfang, Ende	ɔ̄wl	ɔ̄wl
8	alka	Estonian	 	alga-	(tr. und intr.) anfangen; (intr.) begründen	alga-	alga
8	alka	Finnish	 	alku	Anfang, Beginn	alku	alku
8	alka	Khanty/Ostyak	Kaz	ɔʌəŋt-	anfangen; beginnen,	ɔʌəŋt-	ɔʌəŋt
8	alka	? Selkup	Ty	ol	pää; Kopf	ol	ol
8	alka	? Selkup	Ke	ollэ	das Obere, Wipfel	ollэ	ollэ
8	alka	? Selkup	Ta	ol	das Obere, Wipfel	ol	ol
8	alka	Mansi/Vogul		å̄liŋ	vorderes od. hinteres Ende	å̄liŋ	å̄liŋ
8	alka	? Saami/Lappish	L	alˈkō	Anfang	alˈkō	alˈkō
8	alka	? Saami/Lappish	T	ālk	Anfang	ālk	ālk
8	alka	Khanty/Ostyak	O	aləŋ	vorderes od. hinteres Ende	aləŋ	aləŋ
8	alka	? Saami/Lappish	N	alˈge-	begin to, set to work upon	alˈge-	alˈge
8	alka	Mansi/Vogul	KU	owl	Anfang, Ende	owl	owl
9	alɜ-	Khanty/Ostyak	Vj	ali̮l-	fluchen, verfluchen; schelten, schimpfen, verzaubern	ali̮l-	ali̮l
9	alɜ-	Hungarian	 	átok	Fluch	átok	átok
9	alɜ-	Mordvin	E	alsta-	versprechen, zusagen, weichen; verwünschen	alsta-	alsta
9	alɜ-	Hungarian	 	áldoz-	opfern; das heilige Abendmahl nehmen	áldoz-	áldoz
9	alɜ-	Mari/Cheremis	 	ulδa-	молиться, читать молитву	ulδa-	ulδa
9	alɜ-	Hungarian	Alt	áld-	opfern	áld-	áld
9	alɜ-	Mari/Cheremis	 	ulte-	imádkozik; beten	ulte-	ulte
9	alɜ-	Mordvin	E	alta-	ígérni; versprechen	alta-	alta
9	alɜ-	Mordvin	E	alvta-	ígérni; versprechen	alvta-	alvta
9	alɜ-	Hungarian	 	áld-	segnen	áld-	áld
9	alɜ-	Khanty/Ostyak	V	ali̮l-	fluchen, verfluchen; schelten, schimpfen	ali̮l-	ali̮l
9	alɜ-	Hungarian	 	átkoz-	fluchen, verfluchen, verwünschen	átkoz-	átkoz
10	ama-	Mordvin	E	amuľa-	schöpfen	amuľa-	amuľa
10	ama-	Khanty/Ostyak	DN	umpə	Schöpfkelle	umpə	umpə
10	ama-	Mansi/Vogul	So	ūmpi	ковшик	ūmpi	ūmpi
10	ama-	Mordvin	E	amoľďa-	einmal schöpfen	amoľďa-	amoľďa
10	ama-	Finnish	 	amme	Wanne, Kufe	amme	amme
10	ama-	Mansi/Vogul	KU	ūmp	ковшик	ūmp	ūmp
10	ama-	Finnish	 	ammenta-	schöpfen	ammenta-	ammenta
10	ama-	Estonian	 	anum	Gefäß	anum	anum
10	ama-	Mansi/Vogul	N	ум- (=ūm-)	черпать	ум- 	ум
10	ama-	Nenets/Yurak		ŋomp		ŋomp	ŋomp
10	ama-	Khanty/Ostyak	V	um-	schöpfen	um-	um
10	ama-	Khanty/Ostyak	Kaz	ŭm-	herausschöpfen (Wasser aus dem Boot), schöpfen	ŭm-	ŭm
10	ama-	Mordvin	M	amoľa-	schöpfen	amoľa-	amoľa
10	ama-	Saami/Lappish		ammaš	suuri tiinu, amme; großer Zuber, große Wanne	ammaš	ammaš
10	ama-	Finnish	 	ammen	öskärl, ämbar; Schöpfer, Eimer	ammen	ammen
10	ama-	Khanty/Ostyak	O	ompi	Schöpfkelle	ompi	ompi
10	ama-	Mordvin	M	amolda-	einmal schöpfen	amolda-	amolda
10	ama-	Estonian	 	ammuta-	schöpfen	ammuta-	ammuta
10	ama-	Mordvin	E	amuľďa-	einmal schöpfen	amuľďa-	amuľďa
11	amta-	Mordvin	E	ando-	nähren, ernähren, füttern	ando-	ando
11	amta-	Saami/Lappish	N	vuowˈde-	sell	vuowˈde-	vuowˈde
11	amta-	Udmurt/Votyak	K	vu udə̑nə̑	tränken (mit Wasser)	vu udə̑nə̑	udə̑nə̑
11	amta-	Saami/Lappish	Not	uū̯dṭ̄e	geben	uū̯dṭ̄e	uū̯dṭ̄e
11	amta-	Saami/Lappish		ɑinte-	geben	ɑinte-	ɑinte
11	amta-	Estonian	 	anda-	geben, hingeben, widmen	anda-	anda
11	amta-	Saami/Lappish	L	vuobˈtē- ~ vuogˈtē-	sell	vuobˈtē- 	vuobˈtē
11	amta-	Saami/Lappish	L	vuobˈtē- ~ vuogˈtē-	sell	 vuogˈtē-	vuogˈtē
11	amta-	Komi/Zyryan	PO	ud·-	tränken, zu trinken geben	ud·-	ud·
11	amta-	Komi/Zyryan	P	ud-	tränken, zu trinken geben, füttern und tränken	ud-	ud
11	amta-	Saami/Lappish		âd	give, present	âd	âd
11	amta-	Hungarian	 	ad-	geben; schenken	ad-	ad
11	amta-	Komi/Zyryan	Lu	ud-	tränken, zu trinken geben	ud-	ud
11	amta-	Saami/Lappish	K	uū̯dṭ̄e	geben	uū̯dṭ̄e	uū̯dṭ̄e
11	amta-	Mordvin	M	ando-	nähren, ernähren, füttern	ando-	ando
11	amta-	Finnish	 	anta-	geben; schenken	anta-	anta
11	amta-	Udmurt/Votyak	S	ud-	tränken, zu trinken geben, mit Getränk bewirten, Speise vorsetzen od. reichen	ud-	ud
12	amɜ-	? Nenets/Yurak	O	ŋāmćo-	sitzen	ŋāmćo-	ŋāmćo
12	amɜ-	Selkup	Tur	omti̮-	sich setzen	omti̮-	omti̮
12	amɜ-	Khanty/Ostyak	V	aməs-	sitzen	aməs-	aməs
12	amɜ-	Selkup	Ke	aamda-	sitzen	aamda-	aamda
12	amɜ-	Khanty/Ostyak	V	i̮məl-	sich setzen	i̮məl-	i̮məl
12	amɜ-	? Mansi/Vogul	So	ūnl-	sitzen	ūnl-	ūnl
12	amɜ-	Khanty/Ostyak	DN	omət-	sich setzen; anhaften; sitzen lassen, legen, stellen	omət-	omət
12	amɜ-	Khanty/Ostyak	DN	oməs-	sitzen, sein, stehen	oməs-	oməs
12	amɜ-	Selkup	Ta	aamta-	sitzen	aamta-	aamta
12	amɜ-	Enets	B	addo-	sitzen	addo-	addo
12	amɜ-	Selkup	Ke	omte-	sich setzen	omte-	omte
12	amɜ-	? Mansi/Vogul	So	ūnt-	sich setzen	ūnt-	ūnt
12	amɜ-	Khanty/Ostyak	O	aməs-	sitzen, sich setzen, stellen	aməs-	aməs
12	amɜ-	Enets	B	adde-	sich setzen	adde-	adde
12	amɜ-	? Mansi/Vogul	KU	ont-	sich setzen	ont-	ont
12	amɜ-	Khanty/Ostyak	O	amət-	setzen, aufstellen (Gefäß u.ä.), Jungen setzen	amət-	amət
12	amɜ-	? Mansi/Vogul	KU	onl-	sitzen	onl-	onl
12	amɜ-	Enets	Ch	addu-	sitzen	addu-	addu
12	amɜ-	Khanty/Ostyak	V	amət-	setzen, sitzen lassen	amət-	amət
12	amɜ-	Kamassian	 	amna-	sitzen	amna-	amna
12	amɜ-	? Mansi/Vogul	TJ	ōn-	sitzen	ōn-	ōn
12	amɜ-	Nganasan	 	ŋomtụtụ	sitzen	ŋomtụtụ	ŋomtụtụ
12	amɜ-	Selkup	Ty	amte-	sitzen	amte-	amte
12	amɜ-	Enets	B	ađi-	sitzen	ađi-	ađi
12	amɜ-	Koibal	 	амнамъ		амнамъ	амнамъ
12	amɜ-	? Mansi/Vogul	P	wunl-	sitzen	wunl-	wunl
12	amɜ-	? Nenets/Yurak	O	ŋāmtā-	sich setzen	ŋāmtā-	ŋāmtā
12	amɜ-	Kamassian	 	amnō-	sich setzen, wohnen, leben	amnō-	amnō
12	amɜ-	? Mansi/Vogul	P	wunt-	sich setzen	wunt-	wunt
12	amɜ-	Nganasan	 	ŋomtụʔa	sich setzen	ŋomtụʔa	ŋomtụʔa
12	amɜ-	? Mansi/Vogul	TJ	ont-	sich setzen	ont-	ont
13	anɜ	? Udmurt/Votyak	Uf	!!!no	viel	!!!no	!!!no
13	anɜ	? Komi/Zyryan	PO	una·	viel	una·	una·
13	anɜ	? Khanty/Ostyak	DN	ănə	dick, feist	ănə	ănə
13	anɜ	? Khanty/Ostyak	Sog	unə	groß	unə	unə
13	anɜ	? Udmurt/Votyak	S	uno	viel	uno	uno
13	anɜ	? Khanty/Ostyak	Kaz	wǫn	groß, (bei Vergleichen) ältester, älterer	wǫn	wǫn
13	anɜ	? Udmurt/Votyak	J	uno	viel	uno	uno
13	anɜ	? Komi/Zyryan	P	una·	Menge, viel	una·	una·
13	anɜ	? Komi/Zyryan	S	una	Menge, viel	una	una
13	anɜ	? Komi/Zyryan	V	un-aj	Oheim: älterer Bruder des Vaters	un-aj	un
13	anɜ	? Nganasan	 	aniʔe	groß	aniʔe	aniʔe
13	anɜ	? Khanty/Ostyak	Ni	unə	groß, (bei Vergleichen) ältester, älterer	unə	unə
13	anɜ	? Udmurt/Votyak	J	u̇no	viel	u̇no	u̇no
14	anɜ	? Nenets/Yurak	O	ńeŋinab	Schwiegermutter	ńeŋinab	ńeŋinab
14	anɜ	Saami/Lappish	Not	vuene	Schwiegermutter	vuene	vuene
14	anɜ	? Nganasan	 	ŋinaba	Schwiegervater, älterer Bruder der Frau	ŋinaba	ŋinaba
14	anɜ	? Koibal	 	имдетъ	тесть	имдетъ	имдетъ
14	anɜ	? Khanty/Ostyak	Ko	untəp	Schwiegermutter	untəp	untəp
14	anɜ	Saami/Lappish	Kld	vūine	Schwiegermutter	vūine	vūine
